lat	lon	title	icon	iconSize	iconOffset	description
28.885	-90.024	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - LOPL1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=lopl1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - LOPL1</button></a><br/>28.89&deg;N -90.02&deg;E<br/>Provider: Louisiana Offshore Oil Port</div>
29.253	-90.663	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - LUML1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=luml1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - LUML1</button></a><br/>29.25&deg;N -90.66&deg;E<br/>Provider: LUMCON</div>
27.98	-97.029	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - MAQT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=maqt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - MAQT2</button></a><br/>27.98&deg;N -97.03&deg;E<br/>Provider: National Estuarine Research Reserve System</div>
28.132	-97.034	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - MAXT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=maxt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - MAXT2</button></a><br/>28.13&deg;N -97.03&deg;E<br/>Provider: National Estuarine Research Reserve System</div>
30.437	-88.012	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - MBLA1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=mbla1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - MBLA1</button></a><br/>30.44&deg;N -88.01&deg;E<br/>Provider: Dauphin Island Sea Lab</div>
30.648	-88.058	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - MCGA1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=mcga1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - MCGA1</button></a><br/>30.65&deg;N -88.06&deg;E<br/>Provider: NOS</div>
29.682	-94.985	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - MGPT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=mgpt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - MGPT2</button></a><br/>29.68&deg;N -94.98&deg;E<br/>Provider: NOS</div>
30.667	-87.936	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - MHPA1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=mhpa1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - MHPA1</button></a><br/>30.67&deg;N -87.94&deg;E<br/>Provider: Dauphin Island Sea Lab</div>
27.58	-97.217	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - MQTT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=mqtt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - MQTT2</button></a><br/>27.58&deg;N -97.22&deg;E<br/>Provider: NOS</div>
29.44	-92.061	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - MRSL1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=mrsl1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - MRSL1</button></a><br/>29.44&deg;N -92.06&deg;E<br/>Provider: LSU CSI</div>
29.726	-95.266	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - NCHT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=ncht2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - NCHT2</button></a><br/>29.73&deg;N -95.27&deg;E<br/>Provider: TCOON</div>
27.822	-97.203	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - NGLT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=nglt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - NGLT2</button></a><br/>27.82&deg;N -97.20&deg;E<br/>Provider: TCOON</div>
30.027	-90.113	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - NWCL1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=nwcl1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - NWCL1</button></a><br/>30.03&deg;N -90.11&deg;E<br/>Provider: NOS</div>
30.708	-88.043	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - OBLA1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=obla1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - OBLA1</button></a><br/>30.71&deg;N -88.04&deg;E<br/>Provider: NOS</div>
30.152	-85.667	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - PACF1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=pacf1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - PACF1</button></a><br/>30.15&deg;N -85.67&deg;E<br/>Provider: NOS</div>
27.633	-97.237	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - PACT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=pact2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - PACT2</button></a><br/>27.63&deg;N -97.24&deg;E<br/>Provider: TCOON</div>
26.077	-97.177	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - PCGT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=pcgt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - PCGT2</button></a><br/>26.08&deg;N -97.18&deg;E<br/>Provider: TCOON</div>
30.403	-87.212	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - PCLF1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=pclf1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - PCLF1</button></a><br/>30.40&deg;N -87.21&deg;E<br/>Provider: NOS</div>
28.452	-96.388	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - PCNT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=pcnt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - PCNT2</button></a><br/>28.45&deg;N -96.39&deg;E<br/>Provider: TCOON</div>
29.73	-93.87	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - SBPT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=sbpt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - SBPT2</button></a><br/>29.73&deg;N -93.87&deg;E<br/>Provider: NOS</div>
28.407	-96.712	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - SDRT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=sdrt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - SDRT2</button></a><br/>28.41&deg;N -96.71&deg;E<br/>Provider: TCOON</div>
29.407	-84.863	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - SGOF1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=sgof1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - SGOF1</button></a><br/>29.41&deg;N -84.86&deg;E<br/>Provider: NDBC</div>
29.868	-89.673	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - SHBL1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=shbl1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - SHBL1</button></a><br/>29.87&deg;N -89.67&deg;E<br/>Provider: NOS</div>
30.06	-84.291	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - SHPF1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=shpf1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - SHPF1</button></a><br/>30.06&deg;N -84.29&deg;E<br/>Provider: COMPS (University of South Florida)</div>
29.517	-91.55	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - SLPL1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=slpl1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - SLPL1</button></a><br/>29.52&deg;N -91.55&deg;E<br/>Provider: LSU CSI</div>
28.867	-90.483	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - SPLL1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=spll1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - SPLL1</button></a><br/>28.87&deg;N -90.48&deg;E<br/>Provider: LSU CSI</div>
29.683	-94.033	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - SRST2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=srst2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - SRST2</button></a><br/>29.68&deg;N -94.03&deg;E<br/>Provider: NDBC</div>
29.188	-90.665	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - TAML1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=taml1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - TAML1</button></a><br/>29.19&deg;N -90.67&deg;E<br/>Provider: LUMCON</div>
27.812	-97.39	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - TAQT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=taqt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - TAQT2</button></a><br/>27.81&deg;N -97.39&deg;E<br/>Provider: TCOON</div>
29.667	-91.237	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - TESL1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=tesl1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - TESL1</button></a><br/>29.67&deg;N -91.24&deg;E<br/>Provider: NOS</div>
29.167	-90.583	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - TRBL1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=trbl1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - TRBL1</button></a><br/>29.17&deg;N -90.58&deg;E<br/>Provider: LUMCON</div>
29.689	-93.842	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - TXPT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=txpt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - TXPT2</button></a><br/>29.69&deg;N -93.84&deg;E<br/>Provider: NOS</div>
30.348	-88.505	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - ULAM6	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=ulam6' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - ULAM6</button></a><br/>30.35&deg;N -88.50&deg;E<br/>Provider: NOS</div>
28.64	-96.595	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - VCAT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=vcat2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - VCAT2</button></a><br/>28.64&deg;N -96.59&deg;E<br/>Provider: TCOON</div>
19.202	-96.113	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - VERV4	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=verv4' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - VERV4</button></a><br/>19.20&deg;N -96.11&deg;E<br/>Provider: EPA &amp; Mexican Government Cooperative Program</div>
30.417	-87.825	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - WBYA1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=wbya1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - WBYA1</button></a><br/>30.42&deg;N -87.83&deg;E<br/>Provider: NOS</div>
28.662	-89.551	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - WDEL1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=wdel1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - WDEL1</button></a><br/>28.66&deg;N -89.55&deg;E<br/>Provider: Shell Oil</div>
30.416	-87.823	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - WKQA1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=wkqa1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - WKQA1</button></a><br/>30.42&deg;N -87.82&deg;E<br/>Provider: National Estuarine Research Reserve System</div>
30.421	-87.829	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - WKXA1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=wkxa1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - WKXA1</button></a><br/>30.42&deg;N -87.83&deg;E<br/>Provider: National Estuarine Research Reserve System</div>
30.326	-89.326	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - WYCM6	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=wycm6' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - WYCM6</button></a><br/>30.33&deg;N -89.33&deg;E<br/>Provider: NOS</div>
29.34222	-94.74083	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - G06010	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=g06010' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - G06010</button></a><br/>29.34&deg;N -94.74&deg;E<br/>Provider:  Galveston Bay Entr Channel LB 11</div>
29.69347	-93.33118	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - LC0101	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=lc0101' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - LC0101</button></a><br/>29.69&deg;N -93.33&deg;E<br/>Provider:  Calcasieu Channel LB 36</div>
29.76414	-93.34292	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - LC0201	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=lc0201' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - LC0201</button></a><br/>29.76&deg;N -93.34&deg;E<br/>Provider:  Cameron Fishing Pier</div>
30.21783	-93.24944	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - LC0301	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=lc0301' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - LC0301</button></a><br/>30.22&deg;N -93.25&deg;E<br/>Provider:  Lake Charles City Docks</div>
29.92244	-90.07114	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - LM0101	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=lm0101' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - LM0101</button></a><br/>29.92&deg;N -90.07&deg;E<br/>Provider:  First Street Wharf</div>
30.1253	-88.0687	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - MB0101	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=mb0101' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - MB0101</button></a><br/>30.13&deg;N -88.07&deg;E<br/>Provider:  Mobile Bay Buoy M</div>
30.72111	-88.04278	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - MB0301	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=mb0301' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - MB0301</button></a><br/>30.72&deg;N -88.04&deg;E<br/>Provider:  Mobile State Dock Pier E</div>
30.66444	-88.03222	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - MB0401	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=mb0401' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - MB0401</button></a><br/>30.66&deg;N -88.03&deg;E<br/>Provider:  Mobile Container Terminal</div>
30.21525	-88.99411	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - PS0201	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=ps0201' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - PS0201</button></a><br/>30.22&deg;N -88.99&deg;E<br/>Provider:  Pascagoula Harbor LB 17</div>
30.35978	-88.56406	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - PS0301	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=ps0301' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - PS0301</button></a><br/>30.36&deg;N -88.56&deg;E<br/>Provider:  Northrop Grumman Pier</div>
30.19576	-88.52237	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - PS0401	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=ps0401' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - PS0401</button></a><br/>30.20&deg;N -88.52&deg;E<br/>Provider:  Pascagoula Harbor LB 10</div>
29.62892	-93.81615	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - SN0101	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=sn0101' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - SN0101</button></a><br/>29.63&deg;N -93.82&deg;E<br/>Provider:  Sabine Bank Channel LBB 34</div>
29.72861	-93.87001	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - SN0201	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=sn0201' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - SN0201</button></a><br/>29.73&deg;N -93.87&deg;E<br/>Provider:  USCG Sabine</div>
29.75086	-93.89012	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - SN0301	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=sn0301' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - SN0301</button></a><br/>29.75&deg;N -93.89&deg;E<br/>Provider:  Sabine Front Range</div>
29.82389	-93.96417	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - SN0401	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=sn0401' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - SN0401</button></a><br/>29.82&deg;N -93.96&deg;E<br/>Provider:  West Port Arthur Bridge</div>
29.97948	-93.87058	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - SN0501	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=sn0501' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - SN0501</button></a><br/>29.98&deg;N -93.87&deg;E<br/>Provider:  Rainbow Bridge</div>
30.0797	-94.08625	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - SN0601	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=sn0601' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - SN0601</button></a><br/>30.08&deg;N -94.09&deg;E<br/>Provider:  Port of Beaumont</div>
29.86708	-93.93111	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>CO-OPS - SN0701	http://labs.google.com/ridefinder/images/mm_20_yellow.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://tidesandcurrents.noaa.gov/cdata/StationInfo?id=sn0701' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>CO-OPS - SN0701</button></a><br/>29.87&deg;N -93.93&deg;E<br/>Provider:  Port Arthur</div>
